# x y x_over_c Cp side
0.289087 -0.0684033 0.289087 -0.552089 L
0.352056 -0.0696337 0.352056 -0.646397 L
0.660095 0.0213791 0.660095 -1.00567 U
0.334062 -0.0694385 0.334062 -0.619343 L
0.331064 -0.0693945 0.331064 -0.615269 L
0.358055 -0.0696702 0.358055 -0.651296 L
0.734486 0.0119992 0.734486 -1.01868 U
0.265112 -0.067466 0.265112 -0.532055 L
0.968557 -0.0335809 0.968557 0.190975 L
0.69879 0.0165946 0.69879 -1.01489 U
0.349057 -0.0696101 0.349057 -0.64188 L
0.0690312 -0.0429315 0.0690312 -0.125463 L
0.722589 0.0135473 0.722589 -1.0164 U
0.965575 -0.0338963 0.965575 0.183258 L
0.181353 -0.0615614 0.181353 -0.413582 L
0.28609 -0.0683025 0.28609 -0.546565 L
0.226184 -0.0652906 0.226184 -0.505457 L
0.355056 -0.0696537 0.355056 -0.647894 L
0.25912 -0.0671851 0.25912 -0.535864 L
0.97154 -0.033265 0.97154 0.200141 L
0.83253 -0.00152726 0.83253 0.0386414 L
0.974522 -0.0329495 0.974522 0.209961 L
0.977506 -0.03264 0.977506 0.222363 L
0.743406 0.0108233 0.743406 -1.02103 U
0.262116 -0.0673279 0.262116 -0.531016 L
0.268108 -0.0675996 0.268108 -0.531779 L
0.187611 0.0510778 0.187611 -0.741582 U
0.98049 -0.0323407 0.98049 0.228482 L
0.903719 -0.0121686 0.903719 0.119003 L
0.277098 -0.0679726 0.277098 -0.544762 L
0.283092 -0.0681972 0.283092 -0.546544 L
0.749352 0.0100325 0.749352 -1.02248 U
0.880001 -0.00854272 0.880001 0.0918905 L
0.817686 0.000606656 0.817686 -1.00385 U
0.127772 0.0470447 0.127772 -0.624276 U
0.983475 -0.0320466 0.983475 0.225546 L
0.223192 -0.0650864 0.223192 -0.497767 L
0.154668 0.0493074 0.154668 -0.694169 U
0.121872 -0.0538883 0.121872 -0.313549 L
0.178369 -0.0612586 0.178369 -0.407996 L
0.013688 -0.0205463 0.013688 0.516784 L
0.796898 0.00353981 0.796898 -1.03017 U
0.271105 -0.0677287 0.271105 -0.536719 L
0.891861 -0.0103482 0.891861 0.105203 L
0.211593 0.051808 0.211593 -0.772017 U
